participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_train_2","9","param-sigma","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","parameter sigma","1","undefined","undefined","undefined","2025-04-02T16:05:29.318Z","2025-04-02T16:05:33.191Z","3873","3873","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_train_2","9","param-lambda","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","parameter lambda","0.3","undefined","undefined","undefined","2025-04-02T16:05:29.318Z","2025-04-02T16:05:33.191Z","3873","3873","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_train_2","9","param-p","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","parameter p","2","undefined","undefined","undefined","2025-04-02T16:05:29.318Z","2025-04-02T16:05:33.191Z","3873","3873","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_train_2","9","param-q","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","parameter q","10","undefined","undefined","undefined","2025-04-02T16:05:29.318Z","2025-04-02T16:05:33.191Z","3873","3873","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","location-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The x-axis location of your click","0.65","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","location-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","0.37816886840172","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","pixel-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The Pixel x-axis location of your click","352.27500000000003","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","pixel-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","260.6232969813206","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","param-mu","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter mu","0.61","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","param-sigma","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter sigma","0.91","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","param-lambda","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter lambda","0","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","param-p","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter p","3.03","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_1","11","param-q","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter q","19.39","undefined","undefined","undefined","2025-04-02T16:05:37.408Z","2025-04-02T16:05:42.411Z","5003","5003","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","location-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The x-axis location of your click","-0.32","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","location-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","0.31755168836901415","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","pixel-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The Pixel x-axis location of your click","300.38","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","pixel-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","284.5670830942394","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","param-mu","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter mu","-0.34","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","param-sigma","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter sigma","0.99","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","param-lambda","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter lambda","0.04","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","param-p","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter p","4.76","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_2","12","param-q","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter q","9.98","undefined","undefined","undefined","2025-04-02T16:05:42.581Z","2025-04-02T16:05:46.904Z","4323","4323","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","location-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The x-axis location of your click","-0.47","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","location-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","0.31399559825082884","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","pixel-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The Pixel x-axis location of your click","292.355","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","pixel-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","285.97173869092256","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","param-mu","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter mu","0.62","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","param-sigma","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter sigma","1.06","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","param-lambda","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter lambda","-0.69","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","param-p","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter p","3.67","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_3","13","param-q","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","parameter q","37.53","undefined","undefined","undefined","2025-04-02T16:05:47.025Z","2025-04-02T16:05:51.678Z","4653","4653","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_4","14","location-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The x-axis location of your click","0.26","undefined","undefined","undefined","2025-04-02T16:05:51.811Z","2025-04-02T16:06:01.760Z","9949","9949","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_4","14","location-y","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The y-axis location of your click","0.3144093629398579","undefined","undefined","undefined","2025-04-02T16:05:51.811Z","2025-04-02T16:06:01.760Z","9949","9949","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
"0b48226a-af04-4365-90d9-5cfb0010c913","task1_test_4","14","pixel-x","completed","undefined","undefined","100.00","undefined","Click the slider to initialize a selection. 

 Drag the slider to move the ball along the curve until a hypothetical vertical line through it divides the area into two **equal** halves. 

 Adjust using left ← and right → arrow keys until the areas match. ","The Pixel x-axis location of your click","331.41","undefined","undefined","undefined","2025-04-02T16:05:51.811Z","2025-04-02T16:06:01.760Z","9949","9949","d2fa6c39125c7f9c7ab432b0a821ed2d80841e2d08b9aa10d8d6c2169d11b9a7"
